48;05.09.2018,04:58:43;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;
92;05.09.2018,05:17:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
93;05.09.2018,05:18:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
95;05.09.2018,05:19:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
96;05.09.2018,05:20:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
97;05.09.2018,05:21:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
98;05.09.2018,05:22:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
99;05.09.2018,05:23:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
100;05.09.2018,05:24:00;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;1;;;;;;;;;;;;;;;;;1;1;0;0;
101;05.09.2018,05:24:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;1;;;;;;;;;;;;;;;;;1;1;0;0;
102;05.09.2018,05:24:08;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
103;05.09.2018,05:25:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
104;05.09.2018,05:26:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
105;05.09.2018,05:27:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
106;05.09.2018,05:28:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
107;05.09.2018,05:29:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
108;05.09.2018,05:30:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
109;05.09.2018,05:31:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
110;05.09.2018,05:32:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
111;05.09.2018,05:33:04;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
112;05.09.2018,05:34:03;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
113;05.09.2018,05:34:50;Restart;;;;;;;;;;;;;;;;;;;;;;
114;05.09.2018,05:34:50;Power Down;;;;;;;;;;;;;;;;;;;;;;
115;05.09.2018,05:34:51;Start;;;;;;;;;;;;;;;;;;;;;;
116;05.09.2018,05:34:53;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
117;05.09.2018,05:35:47;Restart;;;;;;;;;;;;;;;;;;;;;;
118;05.09.2018,05:35:47;Power Down;;;;;;;;;;;;;;;;;;;;;;
119;05.09.2018,05:35:47;Start;;;;;;;;;;;;;;;;;;;;;;
120;05.09.2018,05:35:49;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
121;05.09.2018,05:36:23;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;1;1;;;;;;;;;;;;;;;;;1;1;0;0;
122;05.09.2018,05:36:24;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
123;05.09.2018,05:36:47;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
124;05.09.2018,05:37:47;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
125;05.09.2018,05:38:47;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
126;05.09.2018,05:39:33;Restart;;;;;;;;;;;;;;;;;;;;;;
127;05.09.2018,05:39:33;Power Down;;;;;;;;;;;;;;;;;;;;;;
128;05.09.2018,05:39:33;Start;;;;;;;;;;;;;;;;;;;;;;
129;05.09.2018,05:39:35;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
130;05.09.2018,05:40:33;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
131;05.09.2018,05:41:06;Restart;;;;;;;;;;;;;;;;;;;;;;
132;05.09.2018,05:41:06;Power Down;;;;;;;;;;;;;;;;;;;;;;
133;05.09.2018,05:41:06;Start;;;;;;;;;;;;;;;;;;;;;;
134;05.09.2018,05:41:08;Event;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
135;05.09.2018,05:42:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
136;05.09.2018,05:43:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
137;05.09.2018,05:44:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
138;05.09.2018,05:45:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
139;05.09.2018,05:46:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
140;05.09.2018,05:47:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
141;05.09.2018,05:48:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
142;05.09.2018,05:49:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
143;05.09.2018,05:50:06;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
