94;05.09.2018,05:19:03;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;
327;05.09.2018,07:23:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
328;05.09.2018,07:24:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
329;05.09.2018,07:25:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
330;05.09.2018,07:26:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
331;05.09.2018,07:27:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
332;05.09.2018,07:27:35;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/C;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/C;A2/V;D1;D2;
333;05.09.2018,07:28:32;Time;;;;;;;;;;;;;;;;;22.692;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
334;05.09.2018,07:29:21;Event;;;;;;;;;;;;;;;;;1.935;0.028;1;1;1;0;;;;;;;;;;;;;;;;;0;1;1;0;
335;05.09.2018,07:29:24;Event;;;;;;;;;;;;;;;;;22.692;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
336;05.09.2018,07:29:32;Time;;;;;;;;;;;;;;;;;22.692;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
337;05.09.2018,07:30:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
338;05.09.2018,07:31:00;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/°C;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/°C;A2/V;D1;D2;
339;05.09.2018,07:31:16;Event;;;;;;;;;;;;;;;;;6.864;-0.007;1;1;1;0;;;;;;;;;;;;;;;;;0;1;1;0;
340;05.09.2018,07:31:19;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
341;05.09.2018,07:31:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
342;05.09.2018,07:32:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
343;05.09.2018,07:33:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
344;05.09.2018,07:34:32;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
345;05.09.2018,07:34:46;Event;;;;;;;;;;;;;;;;;7.022;-0.008;1;1;1;0;;;;;;;;;;;;;;;;;0;1;1;0;
346;05.09.2018,07:34:52;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
347;05.09.2018,07:34:54;Event;;;;;;;;;;;;;;;;;1.677;0.024;1;1;1;0;;;;;;;;;;;;;;;;;0;1;1;0;
348;05.09.2018,07:35:32;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;1;0;;;;;;;;;;;;;;;;;0;1;1;0;
349;05.09.2018,07:36:03;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
350;05.09.2018,07:36:23;Power Down;;;;;;;;;;;;;;;;;;;;;;
351;05.09.2018,07:36:43;Start;;;;;;;;;;;;;;;;;;;;;;
352;05.09.2018,07:36:45;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
353;05.09.2018,07:36:52;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
354;05.09.2018,07:37:43;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
355;05.09.2018,07:38:08;Event;;;;;;;;;;;;;;;;;0.034;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
356;05.09.2018,07:38:38;Event;;;;;;;;;;;;;;;;;3.573;0.014;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
357;05.09.2018,07:38:39;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
358;05.09.2018,07:38:43;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
359;05.09.2018,07:39:01;Event;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
360;05.09.2018,07:39:43;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
361;05.09.2018,07:40:43;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
362;05.09.2018,07:41:43;Time;;;;;;;;;;;;;;;;;34.038;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
363;05.09.2018,07:42:43;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
364;05.09.2018,07:43:43;Time;;;;;;;;;;;;;;;;;11.346;-0.034;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
365;05.09.2018,07:44:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
366;05.09.2018,07:45:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
367;05.09.2018,07:46:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
368;05.09.2018,07:47:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
369;05.09.2018,07:48:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
370;05.09.2018,07:49:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
371;05.09.2018,07:50:22;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
372;05.09.2018,07:50:43;Time;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
373;05.09.2018,07:51:43;Time;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
374;05.09.2018,07:52:43;Time;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
375;05.09.2018,07:53:43;Time;;;;;;;;;;;;;;;;;-0.001;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
376;05.09.2018,07:54:43;Time;;;;;;;;;;;;;;;;;0.030;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
377;05.09.2018,07:55:43;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
378;05.09.2018,07:56:43;Time;;;;;;;;;;;;;;;;;-0.031;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
379;05.09.2018,07:57:30;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;0;0;0;;;;;;;;;;;;;;;;;1;1;1;1;
380;05.09.2018,07:57:30;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
381;05.09.2018,07:57:30;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;0;0;0;;;;;;;;;;;;;;;;;1;1;1;1;
382;05.09.2018,07:57:30;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
383;05.09.2018,07:57:30;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;0;0;0;;;;;;;;;;;;;;;;;1;1;1;1;
384;05.09.2018,07:57:31;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
385;05.09.2018,07:57:32;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;0;0;0;;;;;;;;;;;;;;;;;1;1;1;1;
387;05.09.2018,07:57:33;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
388;05.09.2018,07:57:43;Time;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
389;05.09.2018,07:58:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
390;05.09.2018,07:59:43;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
391;05.09.2018,08:00:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
392;05.09.2018,08:01:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
393;05.09.2018,08:02:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
394;05.09.2018,08:03:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
395;05.09.2018,08:04:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
396;05.09.2018,08:05:43;Time;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
397;05.09.2018,08:06:00;Event;;;;;;;;;;;;;;;;;1.005;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
398;05.09.2018,08:06:43;Time;;;;;;;;;;;;;;;;;1.204;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
399;05.09.2018,08:07:26;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;
400;05.09.2018,08:07:43;Time;;;;;;;;;;;;;;;;;2.989;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
401;05.09.2018,08:08:43;Time;;;;;;;;;;;;;;;;;1.204;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
402;05.09.2018,08:09:43;Time;;;;;;;;;;;;;;;;;3.382;0.033;1;1;0;0;;;;;;;;;;;;;;;;;0;1;1;0;
403;05.09.2018,08:10:26;Event;;;;;;;;;;;;;;;;;0.000;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
404;05.09.2018,08:10:43;Time;;;;;;;;;;;;;;;;;0.033;0.033;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
405;05.09.2018,08:11:43;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
406;05.09.2018,08:11:51;Event;;;;;;;;;;;;;;;;;0.033;1.002;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
407;05.09.2018,08:12:43;Time;;;;;;;;;;;;;;;;;0.033;4.979;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
408;05.09.2018,08:13:29;Event;;;;;;;;;;;;;;;;;0.033;99.544;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
409;05.09.2018,08:13:43;Time;;;;;;;;;;;;;;;;;0.033;99.545;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
410;05.09.2018,08:13:45;Event;;;;;;;;;;;;;;;;;0.033;96.969;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
411;05.09.2018,08:14:16;Event;;;;;;;;;;;;;;;;;0.033;-132.258;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
412;05.09.2018,08:14:24;Event;;;;;;;;;;;;;;;;;0.033;47.749;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
413;05.09.2018,08:14:43;Time;;;;;;;;;;;;;;;;;0.033;47.688;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
414;05.09.2018,08:15:43;Time;;;;;;;;;;;;;;;;;0.033;55.659;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
415;05.09.2018,08:16:43;Time;;;;;;;;;;;;;;;;;0.033;4.977;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
416;05.09.2018,08:17:43;Time;;;;;;;;;;;;;;;;;0.033;1.985;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
417;05.09.2018,08:18:43;Time;;;;;;;;;;;;;;;;;0.033;7.954;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
418;05.09.2018,08:19:01;Event;;;;;;;;;;;;;;;;;0.033;99.570;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
419;05.09.2018,08:19:43;Time;;;;;;;;;;;;;;;;;0.033;20.010;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
420;05.09.2018,08:19:56;Event;;;;;;;;;;;;;;;;;0.033;0.126;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
421;05.09.2018,08:20:43;Time;;;;;;;;;;;;;;;;;0.033;7.903;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
422;05.09.2018,08:21:43;Time;;;;;;;;;;;;;;;;;0.033;7.906;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
423;05.09.2018,08:21:44;Event;;;;;;;;;;;;;;;;;0.033;17.925;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
424;05.09.2018,08:21:54;Event;;;;;;;;;;;;;;;;;0.033;7.901;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
425;05.09.2018,08:22:04;Event;;;;;;;;;;;;;;;;;0.033;-2.081;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
426;05.09.2018,08:22:13;Event;;;;;;;;;;;;;;;;;0.033;3.924;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
427;05.09.2018,08:22:31;Event;;;;;;;;;;;;;;;;;0.033;11.925;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
428;05.09.2018,08:22:43;Time;;;;;;;;;;;;;;;;;0.033;13.907;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
429;05.09.2018,08:23:07;Event;;;;;;;;;;;;;;;;;0.033;9.911;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
430;05.09.2018,08:23:43;Time;;;;;;;;;;;;;;;;;0.033;10.507;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
431;05.09.2018,08:24:43;Time;;;;;;;;;;;;;;;;;0.033;10.111;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
432;05.09.2018,08:25:43;Time;;;;;;;;;;;;;;;;;0.033;59.709;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
433;05.09.2018,08:26:43;Time;;;;;;;;;;;;;;;;;0.033;59.705;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
434;05.09.2018,08:27:43;Time;;;;;;;;;;;;;;;;;0.033;51.770;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
435;05.09.2018,08:28:43;Time;;;;;;;;;;;;;;;;;0.033;25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
436;05.09.2018,08:29:43;Time;;;;;;;;;;;;;;;;;0.033;69.575;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
437;05.09.2018,08:30:43;Time;;;;;;;;;;;;;;;;;0.033;69.578;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
438;05.09.2018,08:31:43;Time;;;;;;;;;;;;;;;;;0.033;59.605;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
439;05.09.2018,08:32:43;Time;;;;;;;;;;;;;;;;;0.033;49.639;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
440;05.09.2018,08:33:43;Time;;;;;;;;;;;;;;;;;0.033;49.909;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
441;05.09.2018,08:34:20;Event;;;;;;;;;;;;;;;;;0.033;-24.191;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
442;05.09.2018,08:34:26;Event;;;;;;;;;;;;;;;;;0.033;45.669;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
443;05.09.2018,08:34:43;Time;;;;;;;;;;;;;;;;;0.033;60.037;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
444;05.09.2018,08:35:43;Time;;;;;;;;;;;;;;;;;0.033;70.046;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
446;05.09.2018,08:36:43;Time;;;;;;;;;;;;;;;;;0.033;0.394;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
447;05.09.2018,08:37:43;Time;;;;;;;;;;;;;;;;;0.033;49.835;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
448;05.09.2018,08:38:02;Event;;;;;;;;;;;;;;;;;0.033;49.871;1;1;1;0;;;;;;;;;;;;;;;;;1;0;1;0;
449;05.09.2018,08:38:28;Event;;;;;;;;;;;;;;;;;0.033;50.018;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
450;05.09.2018,08:38:39;Event;;;;;;;;;;;;;;;;;0.033;35.418;1;1;1;0;;;;;;;;;;;;;;;;;1;0;1;0;
451;05.09.2018,08:38:43;Time;;;;;;;;;;;;;;;;;0.033;20.260;1;1;1;0;;;;;;;;;;;;;;;;;1;0;1;0;
452;05.09.2018,08:38:57;Event;;;;;;;;;;;;;;;;;0.033;20.259;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
453;05.09.2018,08:39:07;Event;;;;;;;;;;;;;;;;;0.033;60.195;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
454;05.09.2018,08:39:34;Event;;;;;;;;;;;;;;;;;0.033;40.052;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
455;05.09.2018,08:39:43;Time;;;;;;;;;;;;;;;;;0.033;41.814;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
456;05.09.2018,08:40:31;Event;;;;;;;;;;;;;;;;;0.033;50.011;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
457;05.09.2018,08:40:41;Event;;;;;;;;;;;;;;;;;0.033;48.966;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
458;05.09.2018,08:40:43;Time;;;;;;;;;;;;;;;;;0.033;48.966;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
459;05.09.2018,08:41:25;Event;;;;;;;;;;;;;;;;;0.033;51.081;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
460;05.09.2018,08:41:43;Time;;;;;;;;;;;;;;;;;0.033;69.973;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
461;05.09.2018,08:42:31;Event;;;;;;;;;;;;;;;;;0.033;49.961;1;1;1;1;;;;;;;;;;;;;;;;;1;1;1;0;
462;05.09.2018,08:42:33;Event;;;;;;;;;;;;;;;;;0.033;49.952;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
463;05.09.2018,08:42:35;Event;;;;;;;;;;;;;;;;;0.033;49.951;1;1;1;1;;;;;;;;;;;;;;;;;1;1;1;0;
464;05.09.2018,08:42:36;Event;;;;;;;;;;;;;;;;;0.033;49.953;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
465;05.09.2018,08:42:39;Event;;;;;;;;;;;;;;;;;0.033;49.950;1;1;1;1;;;;;;;;;;;;;;;;;1;1;1;0;
466;05.09.2018,08:42:39;Event;;;;;;;;;;;;;;;;;0.033;49.950;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
467;05.09.2018,08:42:43;Time;;;;;;;;;;;;;;;;;0.033;49.951;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
468;05.09.2018,08:43:00;Event;;;;;;;;;;;;;;;;;0.033;41.012;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
469;05.09.2018,08:43:26;Event;;;;;;;;;;;;;;;;;0.033;50.013;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
470;05.09.2018,08:43:35;Event;;;;;;;;;;;;;;;;;0.033;42.508;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
471;05.09.2018,08:43:43;Time;;;;;;;;;;;;;;;;;0.033;49.916;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
472;05.09.2018,08:43:50;Event;;;;;;;;;;;;;;;;;0.033;50.040;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
473;05.09.2018,08:43:54;Event;;;;;;;;;;;;;;;;;0.033;48.440;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
474;05.09.2018,08:44:26;Event;;;;;;;;;;;;;;;;;0.033;50.118;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
475;05.09.2018,08:44:39;Event;;;;;;;;;;;;;;;;;0.033;47.560;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
476;05.09.2018,08:44:43;Time;;;;;;;;;;;;;;;;;0.033;49.965;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
477;05.09.2018,08:44:46;Event;;;;;;;;;;;;;;;;;0.033;50.015;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
478;05.09.2018,08:45:02;Event;;;;;;;;;;;;;;;;;0.033;42.102;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
479;05.09.2018,08:45:43;Time;;;;;;;;;;;;;;;;;0.033;49.969;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
480;05.09.2018,08:45:44;Event;;;;;;;;;;;;;;;;;0.033;50.018;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
481;05.09.2018,08:45:57;Event;;;;;;;;;;;;;;;;;0.033;48.750;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
482;05.09.2018,08:46:10;Event;;;;;;;;;;;;;;;;;0.033;50.040;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
483;05.09.2018,08:46:15;Event;;;;;;;;;;;;;;;;;0.033;44.611;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
484;05.09.2018,08:46:31;Event;;;;;;;;;;;;;;;;;0.033;50.036;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
485;05.09.2018,08:46:43;Time;;;;;;;;;;;;;;;;;0.033;49.627;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
486;05.09.2018,08:47:43;Time;;;;;;;;;;;;;;;;;0.033;50.005;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
487;05.09.2018,08:47:56;Event;;;;;;;;;;;;;;;;;0.033;40.988;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
488;05.09.2018,08:47:59;Event;;;;;;;;;;;;;;;;;0.033;50.002;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
489;05.09.2018,08:48:04;Event;;;;;;;;;;;;;;;;;0.033;40.171;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
490;05.09.2018,08:48:14;Event;;;;;;;;;;;;;;;;;0.033;53.530;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
492;05.09.2018,08:48:43;Time;;;;;;;;;;;;;;;;;0.033;79.923;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
493;05.09.2018,08:49:00;Event;;;;;;;;;;;;;;;;;0.033;0.234;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
494;05.09.2018,08:49:06;Event;;;;;;;;;;;;;;;;;0.033;59.208;1;1;1;0;;;;;;;;;;;;;;;;;1;1;1;0;
495;05.09.2018,08:49:08;Event;;;;;;;;;;;;;;;;;0.033;38.635;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
496;05.09.2018,08:49:43;Time;;;;;;;;;;;;;;;;;0.033;0.008;1;1;0;0;;;;;;;;;;;;;;;;;1;0;1;0;
497;05.09.2018,08:50:09;Event;;;;;;;;;;;;;;;;;0.033;0.113;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
498;05.09.2018,08:50:26;Event;;;;;;;;;;;;;;;;;0.033;54.448;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
499;05.09.2018,08:50:43;Time;;;;;;;;;;;;;;;;;0.033;49.618;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
500;05.09.2018,08:50:44;Event;;;;;;;;;;;;;;;;;0.033;40.672;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
501;05.09.2018,08:51:43;Time;;;;;;;;;;;;;;;;;0.033;39.709;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
502;05.09.2018,08:52:43;Time;;;;;;;;;;;;;;;;;0.033;39.713;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
503;05.09.2018,08:53:43;Time;;;;;;;;;;;;;;;;;0.033;39.714;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
504;05.09.2018,08:54:43;Time;;;;;;;;;;;;;;;;;0.033;39.708;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
505;05.09.2018,08:55:43;Time;;;;;;;;;;;;;;;;;0.033;39.710;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
506;05.09.2018,08:56:43;Time;;;;;;;;;;;;;;;;;0.033;39.707;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
507;05.09.2018,08:57:43;Time;;;;;;;;;;;;;;;;;0.033;39.718;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
508;05.09.2018,08:58:43;Time;;;;;;;;;;;;;;;;;0.033;39.712;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
509;05.09.2018,08:59:43;Time;;;;;;;;;;;;;;;;;0.033;39.713;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
510;05.09.2018,09:00:43;Time;;;;;;;;;;;;;;;;;0.033;39.711;1;1;0;0;;;;;;;;;;;;;;;;;1;0;0;0;
