710;06.09.2018,10:15:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
711;06.09.2018,10:16:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
712;06.09.2018,10:17:13;Time;;;;;;;;;;;;;;;;;0.033;-24.174;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
713;06.09.2018,10:18:13;Time;;;;;;;;;;;;;;;;;0.033;-24.173;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
714;06.09.2018,10:19:13;Time;;;;;;;;;;;;;;;;;0.033;-24.174;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
715;06.09.2018,10:20:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
716;06.09.2018,10:21:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
717;06.09.2018,10:22:13;Time;;;;;;;;;;;;;;;;;0.033;-24.413;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
718;06.09.2018,10:23:13;Time;;;;;;;;;;;;;;;;;0.033;-24.244;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
719;06.09.2018,10:24:13;Time;;;;;;;;;;;;;;;;;0.033;-24.173;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
720;06.09.2018,10:25:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
721;06.09.2018,10:26:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
722;06.09.2018,10:27:13;Time;;;;;;;;;;;;;;;;;0.033;-24.174;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
723;06.09.2018,10:28:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
724;06.09.2018,10:29:13;Time;;;;;;;;;;;;;;;;;0.033;-24.174;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
725;06.09.2018,10:30:13;Time;;;;;;;;;;;;;;;;;0.033;-24.174;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
726;06.09.2018,10:31:13;Time;;;;;;;;;;;;;;;;;0.033;-24.172;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
727;06.09.2018,10:32:13;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
728;06.09.2018,10:33:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
729;06.09.2018,10:34:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
730;06.09.2018,10:35:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
731;06.09.2018,10:36:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
732;06.09.2018,10:37:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
733;06.09.2018,10:38:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
734;06.09.2018,10:39:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
735;06.09.2018,10:40:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
736;06.09.2018,10:41:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
737;06.09.2018,10:42:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
739;06.09.2018,10:43:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
740;06.09.2018,10:44:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
741;06.09.2018,10:45:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
742;06.09.2018,10:46:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
743;06.09.2018,10:47:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
744;06.09.2018,10:48:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
745;06.09.2018,10:49:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
746;06.09.2018,10:50:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
747;06.09.2018,10:51:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
748;06.09.2018,10:52:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
749;06.09.2018,10:53:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
750;06.09.2018,10:54:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
751;06.09.2018,10:55:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
752;06.09.2018,10:56:13;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
753;06.09.2018,10:56:33;Power Down;;;;;;;;;;;;;;;;;;;;;;
754;12.09.2018,14:29:08;Start;;;;;;;;;;;;;;;;;;;;;;
755;12.09.2018,14:29:10;Event;;;;;;;;;;;;;;;;;0.033;-25.014;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
756;12.09.2018,14:30:08;Time;;;;;;;;;;;;;;;;;0.033;-25.015;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
757;12.09.2018,14:31:08;Time;;;;;;;;;;;;;;;;;0.033;-25.015;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
758;12.09.2018,14:32:08;Time;;;;;;;;;;;;;;;;;0.033;-25.016;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
759;12.09.2018,14:33:08;Time;;;;;;;;;;;;;;;;;0.033;-25.016;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
760;12.09.2018,14:33:22;Event;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
761;12.09.2018,14:33:23;Event;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
762;12.09.2018,14:33:24;Event;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
763;12.09.2018,14:33:25;Event;;;;;;;;;;;;;;;;;0.033;-25.015;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
764;12.09.2018,14:33:26;Event;;;;;;;;;;;;;;;;;0.033;-25.015;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
765;12.09.2018,14:33:26;Event;;;;;;;;;;;;;;;;;0.033;-25.015;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
766;12.09.2018,14:33:28;Event;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;0;1;;;;;;;;;;;;;;;;;1;1;0;0;
767;12.09.2018,14:33:28;Event;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
768;12.09.2018,14:34:08;Time;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
769;12.09.2018,14:35:08;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
770;12.09.2018,14:36:08;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
771;12.09.2018,14:37:08;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
772;12.09.2018,14:38:08;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
773;12.09.2018,14:39:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
774;12.09.2018,14:40:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
775;12.09.2018,14:41:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
776;12.09.2018,14:42:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
777;12.09.2018,14:43:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
778;12.09.2018,14:44:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
779;12.09.2018,14:45:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
780;12.09.2018,14:45:11;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
781;12.09.2018,14:46:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
782;12.09.2018,14:47:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
783;12.09.2018,14:48:08;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
784;12.09.2018,14:49:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
785;12.09.2018,14:50:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
787;12.09.2018,14:51:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
788;12.09.2018,14:52:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
789;12.09.2018,14:53:08;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
790;12.09.2018,14:54:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
791;12.09.2018,14:55:08;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
792;12.09.2018,14:55:21;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
793;12.09.2018,14:56:08;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
794;12.09.2018,14:57:07;Power Down;;;;;;;;;;;;;;;;;;;;;;
795;12.09.2018,15:36:15;Start;;;;;;;;;;;;;;;;;;;;;;
796;12.09.2018,15:36:17;Event;;;;;;;;;;;;;;;;;0.033;-25.015;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
797;12.09.2018,15:37:15;Time;;;;;;;;;;;;;;;;;0.033;-25.016;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
798;12.09.2018,15:38:15;Time;;;;;;;;;;;;;;;;;0.033;-25.016;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
799;12.09.2018,15:39:15;Time;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
800;12.09.2018,15:40:15;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
801;12.09.2018,15:40:59;Power Down;;;;;;;;;;;;;;;;;;;;;;
802;12.09.2018,15:41:00;Start;;;;;;;;;;;;;;;;;;;;;;
803;12.09.2018,15:41:02;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
804;12.09.2018,15:41:03;Power Down;;;;;;;;;;;;;;;;;;;;;;
805;12.09.2018,15:41:08;Start;;;;;;;;;;;;;;;;;;;;;;
806;12.09.2018,15:41:10;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;0;;;;;;;;;;;;;;;;;1;1;0;0;
807;12.09.2018,15:41:17;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
808;12.09.2018,15:41:38;Power Down;;;;;;;;;;;;;;;;;;;;;;
809;12.09.2018,15:41:42;Start;;;;;;;;;;;;;;;;;;;;;;
810;12.09.2018,15:41:44;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
811;12.09.2018,15:42:06;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;1;;;;;;;;;;;;;;;;;1;1;0;0;
812;12.09.2018,15:42:06;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;1;;;;;;;;;;;;;;;;;1;1;0;0;
813;12.09.2018,15:42:06;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
814;12.09.2018,15:42:09;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;1;;;;;;;;;;;;;;;;;1;1;0;0;
815;12.09.2018,15:42:09;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;1;;;;;;;;;;;;;;;;;1;1;0;0;
816;12.09.2018,15:42:09;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
817;12.09.2018,15:42:11;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;1;1;;;;;;;;;;;;;;;;;1;1;0;0;
818;12.09.2018,15:42:11;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;1;;;;;;;;;;;;;;;;;1;1;0;0;
819;12.09.2018,15:42:11;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
820;12.09.2018,15:42:42;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
821;12.09.2018,15:43:42;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
822;12.09.2018,15:44:42;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
823;12.09.2018,15:45:08;Restart;;;;;;;;;;;;;;;;;;;;;;
824;12.09.2018,15:45:08;Power Down;;;;;;;;;;;;;;;;;;;;;;
825;12.09.2018,15:45:08;Start;;;;;;;;;;;;;;;;;;;;;;
826;12.09.2018,15:45:10;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
827;12.09.2018,15:45:41;Restart;;;;;;;;;;;;;;;;;;;;;;
828;12.09.2018,15:45:41;Power Down;;;;;;;;;;;;;;;;;;;;;;
829;12.09.2018,15:45:42;Start;;;;;;;;;;;;;;;;;;;;;;
830;12.09.2018,15:45:44;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
831;12.09.2018,15:46:41;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
832;12.09.2018,15:47:41;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
833;12.09.2018,15:48:41;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
834;12.09.2018,15:49:41;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
835;12.09.2018,15:50:41;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
836;12.09.2018,15:51:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
837;12.09.2018,15:52:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
838;12.09.2018,15:53:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
839;12.09.2018,15:54:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
840;12.09.2018,15:55:42;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
841;12.09.2018,15:55:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;1;0;
842;12.09.2018,15:55:46;Event;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
843;12.09.2018,15:56:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
845;12.09.2018,15:57:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
846;12.09.2018,15:58:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
847;12.09.2018,15:59:42;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
