625;05.09.2018,16:29:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
626;05.09.2018,16:30:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
627;05.09.2018,16:31:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
628;05.09.2018,16:32:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
629;05.09.2018,16:33:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
630;05.09.2018,16:34:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
631;05.09.2018,16:35:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
632;05.09.2018,16:36:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
633;05.09.2018,16:37:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
634;05.09.2018,16:38:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
635;05.09.2018,16:39:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
636;05.09.2018,16:40:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
637;05.09.2018,16:41:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
638;05.09.2018,16:42:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
639;05.09.2018,16:43:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
641;05.09.2018,16:44:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
642;05.09.2018,16:45:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
643;05.09.2018,16:46:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
644;05.09.2018,16:47:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
645;05.09.2018,16:48:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
646;05.09.2018,16:49:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
647;05.09.2018,16:50:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
648;05.09.2018,16:51:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
649;05.09.2018,16:52:34;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
650;05.09.2018,16:53:10;Power Down;;;;;;;;;;;;;;;;;;;;;;
651;05.09.2018,17:42:02;Start;;;;;;;;;;;;;;;;;;;;;;
652;05.09.2018,17:42:04;Event;;;;;;;;;;;;;;;;;0.033;-25.016;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
653;05.09.2018,17:42:59;Restart;;;;;;;;;;;;;;;;;;;;;;
654;05.09.2018,17:42:59;Power Down;;;;;;;;;;;;;;;;;;;;;;
655;05.09.2018,17:42:59;Start;;;;;;;;;;;;;;;;;;;;;;
656;05.09.2018,17:43:01;Event;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
657;05.09.2018,17:43:59;Time;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
658;05.09.2018,17:44:59;Time;;;;;;;;;;;;;;;;;0.033;-25.017;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
659;05.09.2018,17:45:59;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
660;05.09.2018,17:46:59;Time;;;;;;;;;;;;;;;;;0.033;-25.018;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
661;05.09.2018,17:47:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
662;05.09.2018,17:48:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
663;05.09.2018,17:49:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
664;05.09.2018,17:50:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
665;05.09.2018,17:51:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
666;05.09.2018,17:52:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
667;05.09.2018,17:53:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
668;05.09.2018,17:54:59;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
669;05.09.2018,17:55:59;Time;;;;;;;;;;;;;;;;;0.034;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
670;05.09.2018,17:56:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
671;05.09.2018,17:57:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
672;05.09.2018,17:58:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
673;05.09.2018,17:59:59;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
674;05.09.2018,18:00:15;Power Down;;;;;;;;;;;;;;;;;;;;;;
675;06.09.2018,09:42:13;Start;;;;;;;;;;;;;;;;;;;;;;
676;06.09.2018,09:42:15;Event;;;;;;;;;;;;;;;;;0.033;-25.014;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
677;06.09.2018,09:43:13;Time;;;;;;;;;;;;;;;;;0.033;-24.174;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
