491;05.09.2018,08:48:43;Type;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;R1;R2;S11;S12;S21;S22;S31;S32;S41;S42;S51;S52;S61;S62;S71;S72;S81;S82;A1/V;A2/V;D1;D2;
526;05.09.2018,09:14:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
527;05.09.2018,09:15:43;Time;;;;;;;;;;;;;;;;;0.033;-25.019;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
528;05.09.2018,09:16:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
529;05.09.2018,09:17:43;Time;;;;;;;;;;;;;;;;;0.033;-25.020;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
530;05.09.2018,09:18:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
531;05.09.2018,09:19:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
532;05.09.2018,09:20:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
533;05.09.2018,09:21:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
534;05.09.2018,09:22:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
535;05.09.2018,09:23:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
536;05.09.2018,09:24:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
538;05.09.2018,09:25:44;Time;;;;;;;;;;;;;;;;;0.033;-0.001;1;1;0;0;;;;;;;;;;;;;;;;;1;1;0;0;
